DATE,MONTH,TYPE OF INCIDENT/ACTIVITY,TIME,TYPE OF EMR,"LOCATION (specify, nearest landmark or intersection)
(sample format): UN Ave. near Taft Intersection",INVOLVED,RECEIVING HOSPITAL,LATITUDE,LONGTITUDE,LATITUDE,LONGTITUDE,NO. OF OUTDATED ROAD TRAFFIC CONTROL DEVICES,
"June 23, 2023",June 2023,Emergency Medical Response (EMR),2:53:00 am,Vehicular / Road Accident,Un Avenue corner Roxas Boulevard (Northbound),Motorcycle vs Motorcycle,Maniila Doctor's Hospital,,,14.578901,120.977992,3,"intersection, pedestrian, road"
"June 23, 2023",June 2023,Emergency Medical Response (EMR),3:40:00 pm,Vehicular / Road Accident,Road 10 Tondo Manila,Motorcycle (Loss of Control),Gat. Andres Bonifacio Hospital,,,14.614408,120.96034,2,"intersection, road"
"June 24, 2023",June 2023,Emergency Medical Response (EMR),5:41:00 pm,Vehicular / Road Accident,Rizal Avenue corner Abad Santos,Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.),,,14.631776,120.980647,2,"intersection, pedestrian"
"June 24, 2023",June 2023,Emergency Medical Response (EMR),10:33:00 pm,Vehicular / Road Accident,Altura corner Pelaez Sta.Mesa,Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.),,,14.603786,121.010135,2,"pedestrian, humps paint"
"June 25, 2023",June 2023,Emergency Medical Response (EMR),10:49:00 am,Vehicular / Road Accident,Leon Guinto corner Estrada,Motorcycle vs SUV,Maniila Doctor's Hospital,,,14.56472,120.995168,3,"intersection, pedestrian, road"
"June 25, 2023",June 2023,Emergency Medical Response (EMR),10:49:00 am,Vehicular / Road Accident,Leon Guinto corner Estrada,Motorcycle vs SUV,Maniila Doctor's Hospital,,,14.56472,120.995168,3,"intersection, pedestrian, road"
"June 26, 2023",June 2023,Emergency Medical Response (EMR),5:26:00 am,Vehicular / Road Accident,Abad Santos LRT Station,Motorcycle (Loss of Control),Refused to transport,,,14.631465,120.980746,1,road
"June 26, 2023",June 2023,Emergency Medical Response (EMR),10:00:00 am,Vehicular / Road Accident,Mabini Bridge (Southbound),Motorcycle vs Motorcycle,Refused to transport,,,14.592746,121.001502,0,
"June 26, 2023",June 2023,Emergency Medical Response (EMR),7:13:00 pm,Vehicular / Road Accident,"Sobriedad corner Ansures St, Sampaloc, Manila",Motorcycle vs SUV,Philippine Orthopedic Center (P.O.C.),,,14.611152,121.001855,0,street view
"June 26, 2023",June 2023,Emergency Medical Response (EMR),7:21:00 pm,Vehicular / Road Accident,"Mendiola St., Recto Avenue",Motorcycle vs SUV,Metropolitan Hospital,,,14.600339,120.990889,1,intersection
"June 27, 2023",June 2023,Emergency Medical Response (EMR),1:59:00 am,Vehicular / Road Accident,Roxas Boulevard (Infront of PICC),Motorcycle (Loss of Control),Refused to transport,,,14.555284,120.982016,0,
"June 27, 2023",June 2023,Emergency Medical Response (EMR),7:42:00 am,Vehicular / Road Accident,P. Florentino corner Dos Castillas Sampaloc Manila (Infront UST),Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.611391,120.992353,0,
"June 28, 2023",June 2023,Emergency Medical Response (EMR),9:35:00 pm,Vehicular / Road Accident,Legarda Flyover,Motorcycle vs PUV,Ospital ng Maynila (OSMA),,,14.600849,120.997443,0,
"June 29, 2023",June 2023,Emergency Medical Response (EMR),4:35:00 am,Vehicular / Road Accident,Osmeña Highway (Barangay 807),Motorcycle (Loss of Control),Maniila Doctor's Hospital,,,14.570362,121.000867,0,
"June 29, 2023",June 2023,Emergency Medical Response (EMR),5:39:00 am,Vehicular / Road Accident,"Gagalangin St. Tondo , Manila",Motorcycle vs Motorcycle,Chinese General Hospital,,,14.629092,120.972837,0,street view
"June 29, 2023",June 2023,Emergency Medical Response (EMR),5:17:00 pm,Vehicular / Road Accident,UN Avenue corner Mabini St.,Motorcycle vs Pedestrian,Ospital ng Maynila (OSMA),,,14.58001,120.980247,2,"intersection, road"
"June 29, 2023",June 2023,Emergency Medical Response (EMR),9:00:00 pm,Vehicular / Road Accident,Delpan Flyover,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.600039,120.964199,1,road
"June 29, 2023",June 2023,Emergency Medical Response (EMR),12:18:00 am,Vehicular / Road Accident,Masangkay Street corner Soler,Motorcycle vs Tricycle,Maniila Doctor's Hospital,,,14.603958,120.976431,1,no road marking
"July 1, 2023",July 2023,Emergency Medical Response (EMR),4:13:00 am,Vehicular / Road Accident,P. Ocampo Malate Manila,Motorcycle vs Sedan,Jose Reyes Hospital,,,14.56384,120.997805,1,road marking
"July 1, 2023",July 2023,Emergency Medical Response (EMR),5:42:00 am,Vehicular / Road Accident,Balut Tondo,Motorcycle vs Pedestrian,Tondo Medical Hospital,,,14.631998,120.968008,0,"street view, no traffic control device"
"July 1, 2023",July 2023,Emergency Medical Response (EMR),1:03:00 am,Vehicular / Road Accident,Infront of Rizal Stadium,Motorcycle vs SUV,Ospital ng Maynila (OSMA),,,14.563376,120.991216,1,no road marking
"July 1, 2023",July 2023,Emergency Medical Response (EMR),8:21:00 pm,Vehicular / Road Accident,Mel Lopez Blvd,Truck vs Pedestrian Struck,Jose Reyes Hospital,,,14.633215,120.958009,1,road marking
"July 2, 2023",July 2023,Emergency Medical Response (EMR),1:37:00 am,Vehicular / Road Accident,Soler Masangkay ,Motorcycle vs SUV,Double two upon arrival,,,14.603976,120.976421,1,no road marking
"July 2, 2023",July 2023,Emergency Medical Response (EMR),5:31:00 am,Vehicular / Road Accident,Syquia corner Cagayan Sta. Ana Manila,Motorcycle vs Close Van,Sta. Ana Hospital,,,14.578575,121.010049,2,"road marking, slow down sign"
"July 2, 2023",July 2023,Emergency Medical Response (EMR),7:20:00 am,Vehicular / Road Accident,UN Taft,Motorcycle vs Motorcycle,Philippine General Hospital (PGH),,,14.582409,120.984614,1,road marking
"July 2, 2023",July 2023,Emergency Medical Response (EMR),9:24:00 am,Vehicular / Road Accident,Osmeña Highway,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.573044,120.999372,0,
"July 2, 2023",July 2023,Emergency Medical Response (EMR),9:25:00 am,Vehicular / Road Accident,Osmeña Highway,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.573044,120.999372,0,
"July 2, 2023",July 2023,Emergency Medical Response (EMR),9:25:00 am,Vehicular / Road Accident,Osmeña Highway,Motorcycle vs Motorcycle,Philippine General Hospital (PGH),,,14.573044,120.999372,0,
"July 2, 2023",July 2023,Emergency Medical Response (EMR),6:53:00 pm,Vehicular / Road Accident,Apacible corner Leon Guinto,Motorcycle vs SUV,Philippine General Hospital (PGH),,,14.57911,120.987656,1,road marking
"July 2, 2023",July 2023,Emergency Medical Response (EMR),6:53:00 pm,Vehicular / Road Accident,Apacible corner Leon Guinto,Motorcycle vs SUV,Philippine General Hospital (PGH),,,14.57911,120.987656,1,road marking
"July 2, 2023",July 2023,Emergency Medical Response (EMR),11:41:00 pm,Vehicular / Road Accident,Earnshaw corner H. Lopez Blvd. Balut Tondo,Bicycle (Loss of Control),Tondo Medical Hospital,,,14.6259,120.966744,1,road marking
"July 3, 2023",July 2023,Emergency Medical Response (EMR),6:40:00 am,Vehicular / Road Accident,Roxas Blvd Infront of US Embassy,Van (Loss of Control),Ospital ng Maynila (OSMA),,,14.576795,120.978931,0,
"July 3, 2023",July 2023,Emergency Medical Response (EMR),6:40:00 am,Vehicular / Road Accident,Roxas Blvd Infront of US Embassy,Van (Loss of Control),Ospital ng Maynila (OSMA),,,14.576795,120.978931,0,
"July 4, 2023",July 2023,Emergency Medical Response (EMR),11:20:00 pm,Vehicular / Road Accident,Quirino ave. corner Madere Ignacia,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.565635,120.987838,0,
"July 5, 2023",July 2023,Emergency Medical Response (EMR),6:49:00 am,Vehicular / Road Accident,Bonifacio Drive Beside DPWH Drive,Motorcycle vs Pedestrian,Tondo Medical Hospital,,,14.58776,120.972662,3,"intersection, road, truck lane sign"
"July 5, 2023",July 2023,Emergency Medical Response (EMR),6:49:00 am,Vehicular / Road Accident,Bonifacio Drive Beside DPWH Drive,Motorcycle vs Pedestrian,Tondo Medical Hospital,,,14.58776,120.972662,3,"intersection, road, truck lane sign"
"July 6, 2023",July 2023,Emergency Medical Response (EMR),4:19:00 pm,Vehicular / Road Accident,Quezon Bridge,PUV (Loss of Control),Metropolitan Hospital,,,14.595678,120.982322,0,
"July 7, 2023",July 2023,Emergency Medical Response (EMR),9:36:00 pm,Vehicular / Road Accident,In front of (P.N.U),SUV vs Bicycle,Refused to transport,,,14.586937,120.98323,0,
"July 8, 2023",July 2023,Emergency Medical Response (EMR),3:46:00 am,Vehicular / Road Accident,Lacson corner Earnshaw,Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.),,,14.609032,120.993299,1,road
"July 8, 2023",July 2023,Emergency Medical Response (EMR),9:44:00 am,Vehicular / Road Accident,San Marcelino St. corner Quirino Ave.,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.572142,120.993224,0,
"July 8, 2023",July 2023,Emergency Medical Response (EMR),9:44:00 am,Vehicular / Road Accident,San Marcelino St. corner Quirino Ave.,Motorcycle vs Motorcycle,Manila Medical Center,,,14.572142,120.993224,0,
"July 8, 2023",July 2023,Emergency Medical Response (EMR),9:44:00 am,Vehicular / Road Accident,San Marcelino St. corner Quirino Ave.,Motorcycle vs Motorcycle,Refused to transport,,,14.572142,120.993224,0,
"July 9, 2023",July 2023,Emergency Medical Response (EMR),2:47:00 am,Vehicular / Road Accident,Legarda Sampaloc Manila,Motorcycle vs SUV,Chinese General Hospital,,,14.60081,120.995397,2,"road, bike lane"
"July 9, 2023",July 2023,Emergency Medical Response (EMR),8:52:00 am,Vehicular / Road Accident,Padre Burgos corner Roxas Boulevard,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.582916,120.975637,3,"intersection, road, pedestrian"
"July 10, 2023",July 2023,Emergency Medical Response (EMR),3:03:00 pm,Vehicular / Road Accident,Nagtahan Mabini Bridge (Northbound),Motorcycle (Loss of Control),Jose Reyes Hospital,,,14.598273,121.0009,2,"road, pedestrian"
"July 11, 2023",July 2023,Emergency Medical Response (EMR),6:24:00 pm,Vehicular / Road Accident,Tayuman St.,Motorcycle (Loss of Control),Ospital ng Tondo,,,14.618463,120.970945,1,pavement markings
"July 12, 2023",July 2023,Emergency Medical Response (EMR),1:24:00 am,Vehicular / Road Accident,"Pasig Line, Sta.Ana Manila",Motorcycle vs Tricycle,Others,,,14.577532,121.007423,1,road
"July 12, 2023",July 2023,Emergency Medical Response (EMR),12:42:00 am,Vehicular / Road Accident,"Pampanga St.,  corner Aurora",Motorcycle vs Tricycle,Tondo Medical Hospital,,,14.627971,120.984228,1,road
"July 14, 2023",July 2023,Emergency Medical Response (EMR),9:35:00 pm,Vehicular / Road Accident,Zamora Interlink,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.586033,121.001675,0,
"July 14, 2023",July 2023,Emergency Medical Response (EMR),11:12:00 pm,Vehicular / Road Accident,J.P Laurel,Motorcycle (Loss of Control),Refused to transport,,,14.600351,120.999045,1,road
"July 16, 2023",July 2023,Emergency Medical Response (EMR),4:38:00 am,Vehicular / Road Accident,Osmeña High Way,PUV (Loss of Control),Ospital ng Maynila (OSMA),,,14.569809,121.001052,0,
"July 17, 2023",July 2023,Emergency Medical Response (EMR),11:38:00 pm,Vehicular / Road Accident,Moriones in Front of Angels Pizza,Motorcycle (Loss of Control),Refused to transport,,,14.610067,120.966994,0,
"July 17, 2023",July 2023,Emergency Medical Response (EMR),11:31:00 pm,Vehicular / Road Accident,Mindanao cor Samar Sampaloc Manila,Motorcycle (Loss of Control),Philippine General Hospital (PGH),,,14.607085,121.008211,1,no road markings
"July 18, 2023",July 2023,Emergency Medical Response (EMR),4:20:00 am,Vehicular / Road Accident,Infront Of Kartilya Ng Katipunan,PUV (Loss of Control),Philippine General Hospital (PGH),,,14.590872,120.980676,0,
"July 18, 2023",July 2023,Emergency Medical Response (EMR),8:41:00 pm,Vehicular / Road Accident,Manila Zoological & Botanical Garden,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.5648,120.988372,0,
"July 19, 2023",July 2023,Emergency Medical Response (EMR),5:25:00 am,Vehicular / Road Accident,Lerma St. Sampaloc Manila,Motorcycle (Loss of Control),Refused to transport,,,14.604681,120.98551,1,road markings
"July 19, 2023",July 2023,Emergency Medical Response (EMR),8:15:00 pm,Vehicular / Road Accident,Felix Hurtas corner Aurora Boulevard,Motorcycle (Loss of Control),Chinese General Hospital,,,14.627258,120.985028,1,road markings
"July 20, 2023",July 2023,Emergency Medical Response (EMR),7:22:00 am,Vehicular / Road Accident,Road 10 corner Capulong,Motorcycle vs Pedestrian,Ospital ng Maynila (OSMA),,,14.620036,120.95973,2,"road, intersection"
"July 20, 2023",July 2023,Emergency Medical Response (EMR),7:22:00 am,Vehicular / Road Accident,Road 10 corner Capulong,Motorcycle vs Pedestrian,Gat. Andres Bonifacio Hospital,,,14.620036,120.95973,2,"road, intersection"
"July 20, 2023",July 2023,Emergency Medical Response (EMR),11:59:00 am,Vehicular / Road Accident,Quirino Avenue,Motorcycle vs SUV,Ospital ng Maynila (OSMA),,,14.566841,120.988851,2,"road, traffic sticks"
"July 20, 2023",July 2023,Emergency Medical Response (EMR),11:59:00 am,Vehicular / Road Accident,Quirino Avenue,Motorcycle vs SUV,Ospital ng Maynila (OSMA),,,14.566841,120.988851,2,"road, traffic sticks"
"July 21, 2023",July 2023,Emergency Medical Response (EMR),4:01:00 am,Vehicular / Road Accident,Brgy. 852 President Quirino Avenue,Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),,,14.582497,121.001133,1,road markings
"July 21, 2023",July 2023,Emergency Medical Response (EMR),8:49:00 pm,Vehicular / Road Accident,Mabini corner Jesus Pandacan Manila,Motorcycle (Loss of Control),Chinese General Hospital,,,14.592861,121.001814,0,
"July 21, 2023",July 2023,Emergency Medical Response (EMR),8:56:00 pm,Vehicular / Road Accident,Mabini Malate Manila,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.568831,120.985237,3,"intersextion, road, pedestrian"
"July 22, 2023",July 2023,Emergency Medical Response (EMR),9:32:00 am,Vehicular / Road Accident,S.H Loyola corner Moret Street Sampaloc Manila,Motorcycle vs Motorcycle,Jose Reyes Hospital,,,14.606526,120.991651,1,road markings
"July 22, 2023",July 2023,Emergency Medical Response (EMR),1:39:00 pm,Vehicular / Road Accident,Plaza Dilao (South Bound),Motorcycle vs PUJ,Philippine General Hospital (PGH),,,14.580469,120.999116,1,no road marks
"July 23, 2023",July 2023,Emergency Medical Response (EMR),7:14:00 am,Vehicular / Road Accident,P. Ocampo Taft,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.562664,120.995237,3,"intersection, pedestrian, road"
"July 23, 2023",July 2023,Emergency Medical Response (EMR),6:39:00 pm,Vehicular / Road Accident,Roxas Blvd corner Kalaw,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.57995,120.97743,0,
"July 23, 2023",July 2023,Emergency Medical Response (EMR),6:39:00 pm,Vehicular / Road Accident,Roxas Blvd corner Kalaw,Motorcycle vs Motorcycle,Refused to transport,,,14.57995,120.97743,0,
"July 24, 2023",July 2023,Emergency Medical Response (EMR),12:10:00 am,Vehicular / Road Accident,Reina Regente Bridge,Motorcycle vs SUV,Others,,,14.601835,120.973884,1,road
"July 24, 2023",July 2023,Emergency Medical Response (EMR),6:30:00 am,Vehicular / Road Accident,Reina Regente,Motorcycle vs Truck,Philippine Orthopedic Center (P.O.C.),,,14.602417,120.974077,2,"road, traffic sticks"
"July 24, 2023",July 2023,Emergency Medical Response (EMR),7:11:00 am,Vehicular / Road Accident,San Marcelino Corner Escoda,Motorcycle vs Sedan,Ospital ng Maynila (OSMA),,,14.5784,120.989686,1,road
"July 24, 2023",July 2023,Emergency Medical Response (EMR),7:11:00 am,Vehicular / Road Accident,San Marcelino Corner Escoda,Motorcycle vs Sedan,Ospital ng Maynila (OSMA),,,14.5784,120.989686,1,road
"July 25, 2023",July 2023,Emergency Medical Response (EMR),1:26:00 am,Vehicular / Road Accident,Manila Zoological and Botanical Garden,Truck vs Pedestrian Struck,Refused to transport,,,14.564776,120.988384,0,
"July 26, 2023",July 2023,Emergency Medical Response (EMR),8:06:00 am,Vehicular / Road Accident,West Zamora,Motorcycle vs SUV,Ospital ng Maynila (OSMA),,,14.586753,121.00187,1,road marks
"July 26, 2023",July 2023,Emergency Medical Response (EMR),11:11:00 am,Vehicular / Road Accident,West Zamora corner East Zamora,Motorcycle (Loss of Control),Refused to transport,,,14.588207,121.002087,1,road marks
"July 26, 2023",July 2023,Emergency Medical Response (EMR),6:54:00 am,Vehicular / Road Accident,Soler corner Recto,Others,Ospital ng Maynila (OSMA),,,14.605948,120.971274,1,road marks
"July 27, 2023",July 2023,Emergency Medical Response (EMR),2:13:00 am,Vehicular / Road Accident,Singalong,Others,Ospital ng Maynila (OSMA),,,14.57083,120.995036,0,"street view, no traffic control device"
"July 27, 2023",July 2023,Emergency Medical Response (EMR),6:30:00 pm,Vehicular / Road Accident,Sales St. corner Paterno,Motorcycle vs Tricycle,Philippine Orthopedic Center (P.O.C.),,,14.599817,120.982399,0,"street view, no traffic control device"
"July 28, 2023",July 2023,Emergency Medical Response (EMR),3:16:00 am,Vehicular / Road Accident,Juan Luna St corner Benita St,Motorcycle vs Pedestrian,Chinese General Hospital,,,14.630483,120.974284,1,road marks
"July 28, 2023",July 2023,Emergency Medical Response (EMR),7:31:00 am,Vehicular / Road Accident,Otis Bridge near Robinson,Motorcycle vs SUV,Ospital ng Maynila (OSMA),,,14.5864,120.994637,0,
"July 29, 2023",July 2023,Emergency Medical Response (EMR),1:03:00 am,Vehicular / Road Accident,Infront of Kartilya ng Katipunan,Motorcycle (Loss of Control),Refused to transport,,,14.59091,120.980658,0,
"July 29, 2023",July 2023,Emergency Medical Response (EMR),9:47:00 am,Vehicular / Road Accident,Quirino corner Adriatico,Motorcycle (Loss of Control),Refused to transport,,,14.56622,120.988346,0,
"July 29, 2023",July 2023,Emergency Medical Response (EMR),11:29:00 am,Vehicular / Road Accident,Vicente Cruz corner Honradez,Motorcycle vs PUV,Jose Reyes Hospital,,,14.606358,121.000193,0,street view
"July 29, 2023",July 2023,Emergency Medical Response (EMR),11:29:00 am,Vehicular / Road Accident,Vicente Cruz corner Honradez,Motorcycle vs SUV,Jose Reyes Hospital,,,14.606358,121.000193,0,street view
"July 30, 2023",July 2023,Emergency Medical Response (EMR),3:58:00 am,Vehicular / Road Accident,"Road 10, Northbound",Motorcycle (Loss of Control),Others,,,14.630052,120.959424,1,road marks
"July 31, 2023",July 2023,Emergency Medical Response (EMR),4:54:00 pm,Vehicular / Road Accident,Recto corner Mendiola,Motorcycle vs SUV,Ospital ng Maynila (OSMA),,,14.600339,120.991061,1,pedestrian lane
"July 31, 2023",July 2023,Emergency Medical Response (EMR),8:44:00 pm,Vehicular / Road Accident,Luberan corner Magalbert,Motorcycle (Loss of Control),Others,,,14.594269,121.016815,0,
"July 31, 2023",July 2023,Emergency Medical Response (EMR),11:28:00 am,Vehicular / Road Accident,San Andres Osmena,Motorcycle vs Motorcycle,Sta. Ana Hospital,,,14.568933,121.001546,0,
"August 1, 2023",August 2023,Emergency Medical Response (EMR),2:54:00 am,Vehicular / Road Accident,Rizal Ave.,Motorcycle (Loss of Control),Ospital ng Maynila (OSMA),,,14.614357,120.982611,2,"intersection, pedestrian"
"August 1, 2023",August 2023,Emergency Medical Response (EMR),10:14:00 pm,Vehicular / Road Accident,Moriones corner Road 10,Motorcycle vs Ebike/Bike,Gat. Andres Bonifacio Hospital,,,14.609614,120.961153,2,"intersection, road marks"
"August 1, 2023",August 2023,Emergency Medical Response (EMR),10:24:00 pm,Vehicular / Road Accident,Moriones corner Road 10,Motorcycle vs Ebike/Bike,Philippine Orthopedic Center (P.O.C.),,,14.609614,120.961153,2,"intersection, road marks"
"August 2, 2023",August 2023,Emergency Medical Response (EMR),4:08:00 am,Vehicular / Road Accident,Roxas Blvd north bound infront of Mercury Drug Store,Motorcycle (Loss of Control),Refused to transport,,,14.577928,120.978755,1,pedestrian
"August 3, 2023",August 2023,Emergency Medical Response (EMR),5:55:00 am,Vehicular / Road Accident,"Adriatico Malate , Manila infront of Bayview Mansion",Others,Ospital ng Maynila (OSMA),,,14.570625,120.985851,2,"no road markings, traffic cones"
"August 3, 2023",August 2023,Emergency Medical Response (EMR),5:55:00 am,Vehicular / Road Accident,"Adriatico Malate, Manila",Others,Ospital ng Maynila (OSMA),,,14.574793,120.9835,1,road marks
"August 3, 2023",August 2023,Emergency Medical Response (EMR),5:55:00 am,Vehicular / Road Accident,Adriatico Malate Manila,Others,Refused to transport,,,14.574793,120.9835,1,road marks
"August 3, 2023",August 2023,Emergency Medical Response (EMR),7:39:00 pm,Vehicular / Road Accident,Roxas Blvd corner Kalaw (North Bound),Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.579808,120.977486,1,intersection
"August 4, 2023",August 2023,Emergency Medical Response (EMR),6:13:00 am,Vehicular / Road Accident,P. Noval corner S.H Loyola,Others,Ospital ng Sampaloc (OSAM),,,14.605515,120.990558,2,"pedestrian, road"
"August 4, 2023",August 2023,Emergency Medical Response (EMR),8:53:00 am,Vehicular / Road Accident,España PRC,PUJ vs Pedestrian,Philippine Orthopedic Center (P.O.C.),,,14.605483,120.988297,2,"road mark, traffic cone"
"August 4, 2023",August 2023,Emergency Medical Response (EMR),4:36:00 pm,Vehicular / Road Accident,Zamora Quirino Avenue,Motorcycle vs Truck,Ospital ng Sampaloc (OSAM),,,14.586132,121.001859,2,"road, intersection"
"August 4, 2023",August 2023,Emergency Medical Response (EMR),11:52:00 am,Vehicular / Road Accident,Road 10 Don Bosco,Motorcycle vs Truck,Gat. Andres Bonifacio Hospital,,,14.614938,120.960323,1,road
"August 5, 2023",August 2023,Emergency Medical Response (EMR),1:28:00 pm,Vehicular / Road Accident,Quintos St. corner M.H Del Pilar Ermita,Motorcycle vs Taxi,Refused to transport,,,14.572298,120.982734,1,road
"August 5, 2023",August 2023,Emergency Medical Response (EMR),2:45:00 pm,Vehicular / Road Accident,Antonio Villegas corner Taft,Motorcycle (Loss of Control),Philippine General Hospital (PGH),,,14.587368,120.982038,1,road
"August 6, 2023",August 2023,Emergency Medical Response (EMR),1:17:00 am,Vehicular / Road Accident,Roxas Blvd. Corner Vito Cruz,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.559426,120.98704,2,"intersection, road"
"August 6, 2023",August 2023,Emergency Medical Response (EMR),3:34:00 pm,Vehicular / Road Accident,In front of Manila Hotel,SUV vs Pedestrian,Refused to transport,,,14.58267,120.974806,0,
"August 6, 2023",August 2023,Emergency Medical Response (EMR),3:52:00 pm,Vehicular / Road Accident,"Old Panaderos, Sta. Ana, Manila",Motorcycle vs Taxi,Sta. Ana Hospital,,,14.585013,121.018078,1,road 
"August 7, 2023",August 2023,Emergency Medical Response (EMR),1:34:00 am,Vehicular / Road Accident,Near Sta. Ana Hospital,Motorcycle vs Motorcycle,Ospital ng Maynila (OSMA),,,14.583959,121.01663,2,"pedestrian, road"
"August 7, 2023",August 2023,Emergency Medical Response (EMR),1:34:00 am,Vehicular / Road Accident,Near Sta. Ana Hospital,Motorcycle vs Motorcycle,Sta. Ana Hospital,,,14.583959,121.01663,2,"pedestrian, road"
"August 7, 2023",August 2023,Emergency Medical Response (EMR),8:38:00 am,Vehicular / Road Accident,Apacible corner Angel Linao,Others,Ospital ng Maynila (OSMA),,,14.580879,120.991992,1,pedestrian
"August 7, 2023",August 2023,Emergency Medical Response (EMR),5:13:00 pm,Vehicular / Road Accident,Quirino Ave corner F. A Reyes St.,Motorcycle (Loss of Control),Refused to transport,,,14.569623,120.991103,1,road
"August 7, 2023",August 2023,Emergency Medical Response (EMR),6:43:00 pm,Vehicular / Road Accident,Kalaw St. (in front of MADOCS),Motorcycle vs PUJ,Others,,,14.582563,120.982496,0,
"August 7, 2023",August 2023,Emergency Medical Response (EMR),8:15:00 pm,Vehicular / Road Accident,Old Sta. Mesa Brgy. 591 (in front of Queensland Hotel),Motorcycle (Loss of Control),Sta. Ana Hospital,,,14.599991,121.014324,0,
"August 8, 2023",August 2023,Emergency Medical Response (EMR),9:38:00 pm,Vehicular / Road Accident,Piy Margal corner Don Quijote St.,Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),,,14.612931,120.9919,1,road
"August 8, 2023",August 2023,Emergency Medical Response (EMR),7:10:00 pm,Vehicular / Road Accident,Delpan,Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),,,14.596219,120.967218,1,road
"August 9, 2023",August 2023,Emergency Medical Response (EMR),3:21:00 pm,Vehicular / Road Accident,"Reina Regente, Binondo Manila",Motorcycle vs Tricycle,Metropolitan Hospital,,,14.602584,120.974141,2,"intersection, road"
"August 9, 2023",August 2023,Emergency Medical Response (EMR),7:02:00 pm,Vehicular / Road Accident,Bambang corner Felix Huertas,Motorcycle vs Pedestrian,Chinese General Hospital,,,14.61086,120.984284,2,no intersection and road marking
"August 9, 2023",August 2023,Emergency Medical Response (EMR),9:34:00 pm,Vehicular / Road Accident,"Concepcion Aguila corner 1st St., Mendiola",Motorcycle vs Sedan,Sta. Ana Hospital,,,14.598566,120.993932,0,
"August 10, 2023",August 2023,Emergency Medical Response (EMR),10:00:00 am,Vehicular / Road Accident,Masangkay St corner Recto,Motorcycle (Loss of Control),Philippine Orthopedic Center (P.O.C.),,,14.605264,120.976883,2,"pedestrian, intersection"
"August 11, 2023",August 2023,Emergency Medical Response (EMR),9:00:00 pm,Vehicular / Road Accident,"Apacible corner Union St. Paco, Manila",Motorcycle vs Motorcycle,Philippine Orthopedic Center (P.O.C.),,,14.581549,120.996407,0,
"August 12, 2023",August 2023,Emergency Medical Response (EMR),8:30:00 am,Vehicular / Road Accident,Infront of Kartilya ng Katipunan,Motorcycle vs Ebike/Bike,Ospital ng Maynila (OSMA),,,14.590904,120.980654,0,
"August 12, 2023",August 2023,Emergency Medical Response (EMR),3:08:00 pm,Vehicular / Road Accident,Infront of Mehan Garden,Motorcycle vs Pedestrian,Ospital ng Maynila (OSMA),,,14.5917,120.980461,0,
"August 12, 2023",August 2023,Emergency Medical Response (EMR),3:08:00 pm,Vehicular / Road Accident,Infront of Mehan Garden,Motorcycle vs Pedestrian,Philippine General Hospital (PGH),,,14.5917,120.980461,0,
"August 12, 2023",August 2023,Emergency Medical Response (EMR),7:17:00 pm,Vehicular / Road Accident,Ayala Northbound P. Burgos Taft,Motorcycle vs Ebike/Bike,Ospital ng Maynila (OSMA),,,14.586145,120.982833,3,"pedestrian, intersection, road"
"August 13, 2023",August 2023,Emergency Medical Response (EMR),3:45:00 am,Vehicular / Road Accident,Pagasa St. corner Juan Luna Tondo,Motorcycle vs Tricycle,Philippine Orthopedic Center (P.O.C.),,,14.631158,120.974337,0,"street view, no traffic control device"
"August 13, 2023",August 2023,Emergency Medical Response (EMR),3:45:00 am,Vehicular / Road Accident,Pagasa St. corner Juan Luna Tondo,Motorcycle vs Tricycle,Tondo Medical Hospital,,,14.631158,120.974337,0,"street view, no traffic control device"
"August 13, 2023",August 2023,Emergency Medical Response (EMR),3:45:00 am,Vehicular / Road Accident,Pagasa St. corner Juan Luna Tondo,Motorcycle vs Tricycle,Philippine Orthopedic Center (P.O.C.),,,14.631158,120.974337,0,"street view, no traffic control device"
